IMDB,Name,Runtime (mins),Genre,Rating,Votes,Description,Stars,Release_year,End_year,Episodes,Seasons,Distributor,Genres,Story
7588054,"Roswell, New Mexico",45.0,"Drama, Romance, Sci-Fi            ",6.2,8964,"    Centers on a town where aliens with unearthly abilities live undercover among humans. But when a violent attack points to a greater alien presence, the politics of fear and hatred threaten to expose them.","Jeanine Mason, Nathan Parsons, Michael Vlamis, Lily Cowles",2019, ,33,3,The CW Network,"Drama ,Romance ,Sci-Fi","Centers on a town where aliens with unearthly abilities live undercover among humans. But when a violent attack points to a greater alien presence, the politics of fear and hatred threaten to expose them."
4209256,Colony,42.0,"Action, Adventure, Drama            ",7.4,30293,"    In the wake of a mysterious alien invasion, a family fights to stay together in a new world order.","Josh Holloway, Sarah Wayne Callies, Peter Jacobson, Tory Kittles",2016,2018,36,3,USA Network,"Action ,Adventure ,Drama ,Sci-Fi","Set in the near future, Colony centers on a family who must make difficult decisions as they balance staying together while trying to survive. They live in L.A., which has been occupied by a force of outside intruders. While some people have chosen to collaborate with the authorities and benefit from the new order, others have rebelled and suffer the consequences."
7907922,Truth Seekers,223.0,"Comedy, Horror            ",7.1,8220,"    A team of part-time paranormal investigators use homemade gizmos to track the supernatural, sharing their adventures online. As their haunted stake outs become more terrifying they begin to uncover an unimaginable, apocalyptic conspiracy.","Nick Frost, Malcolm McDowell, Samson Kayo, Susan Wokoma",2020, ,8,1,Amazon Studios,"Comedy ,Horror","A team of part-time paranormal investigators use homemade gizmos to track the supernatural, sharing their adventures online. As their haunted stake outs become more terrifying they begin to uncover an unimaginable, apocalyptic conspiracy."
5151816,Chesapeake Shores,42.0,"Drama, Family            ",7.6,4746,"    A young woman returns to her hometown to help save her sister's failing inn, where she contends with memories and faces from her past.","Jesse Metcalfe, Meghan Ory, Barbara Niven, Laci J Mailey",2016, ,36,5,Hallmark Channel,"Drama ,Family","Abby O'Brien Winters returns to Chesapeake Shores when she receives a panicked phone call from her younger sister Jess, who has renovated the charming Inn at Eagle Point. The Maryland town her father built has many sad memories and Abby, thanks to her demanding career, divorce and young daughters of nine and seven years of age, has not had time to spare. Saving the inn from foreclosure means dealing not only with her fractured family but also with Trace Riley, the man she left ten years ago. Trace initially poses an obstacle but becomes an unexpected ally and a second chance at finding love."
7008682,Homecoming,30.0,"Drama, Mystery, Thriller            ",7.5,20923,"    An anthology series centered around the mysterious Geist Group, an unconventional wellness company and their equally unorthodox program, the Homecoming Initiative.","Stephan James, Bobby Cannavale, Hong Chau, Alex Karpovsky",2018, ,17,2,Amazon Studios,"Drama ,Mystery ,Thriller","Good intentions. Erratic bosses. Mounting paranoia. Unforeseen consequences spiraling out of control. Heidi (Julia Roberts) works at Homecoming, a facility helping soldiers transition to civilian life. Years later she has started a new life, when the Department of Defense questions why she left Homecoming. Heidi realizes there's a whole other story behind the one she's been telling herself."
2983222,Dare Me,42.0,"Crime, Mystery, Thriller            ",6.7,3289,    A cheerleader in her senior year of high school plots revenge against the clique that expelled her.,"Willa Fitzgerald, Herizen F. Guardiola, Marlo Kelly, Rob Heaps",2019,2020,10,1,USA Network,"Crime ,Mystery ,Thriller","Based on Megan Abbott's acclaimed crime novel, this series follows the fraught relationship between two best friends after their charismatic new cheer coach arrives to bring their squad to prominence. Boundaries are crossed and the young women's lives are changed forever when a shocking crime rocks their quiet suburban world."
0239195,Survivor,60.0,"Adventure, Game-Show, Reality-TV            ",7.2,21863,    A reality show where a group of contestants are stranded in a remote location with little more than the clothes on their back. The lone survivor of this contest takes home a million dollars.,"Jeff Probst, Lillian Morris, Jon Dalton, Rob Mariano",2000, ,600,41,CBS All Access,"Adventure ,Game-Show ,Reality-TV","Over the spring of 2000, sixteen average Americans (divided into two tribes which eventually merge into one) were sequestered on the deserted island of Pulau Tiga for 39 days. For their stay, they must learn to live as a tribe, although eventually, it is everyone for themselves. They compete in challenges for ""luxuries"" (a barbecue, a phone call home, etc.) and immunity. Every three days, the losers of the latter challenges must face tribal council, where they will account for their actions by voting one person off of the island. At the end of day 39, there will be only one survivor left who will leave the island with one million dollars. Based on the Swedish game show, ""Operation Robinson."""
4061080,Love,50.0,"Comedy, Drama, Romance            ",7.7,37024,"    A program that follows a couple who must navigate the exhilarations and humiliations of intimacy, commitment and other things they were hoping to avoid.","Gillian Jacobs, Paul Rust, Claudia O'Doherty, Mike Mitchell",2016,2018,34,3,Netflix,"Comedy ,Drama ,Romance","A program that follows a couple who must navigate the exhilarations and humiliations of intimacy, commitment and other things they were hoping to avoid."
4878326,Wynonna Earp,43.0,"Action, Drama, Fantasy            ",7.4,18090,"    Following Wyatt Earp's great great-granddaughter as she battles demons and other creatures. With her unique abilities and a posse of dysfunctional allies, she's the only thing that can bring the paranormal to justice.","Melanie Scrofano, Tim Rozon, Dominique Provost-Chalkley, Katherine Barrell",2016, ,49,4,IDW Entertainment,"Action ,Drama ,Fantasy ,Mystery ,Thriller ,Western","Based on the IDW Comic, Wynonna Earp follows Wyatt Earp's great great-granddaughter as she battles demons and other creatures. With her unique abilities and a posse of dysfunctional allies, she's the only thing that can bring the paranormal to justice."
5531466,DuckTales,21.0,"Animation, Action, Adventure            ",8.2,6348,"    The comedy-adventure series chronicles the high-flying adventures of trillionaire Scrooge McDuck, his grandnephews - Huey, Dewey, and Louie - and temperamental nephew Donald Duck, Launchpad McQuack, Mrs. Beakley, and her granddaughter Webby.","David Tennant, Ben Schwartz, Danny Pudi, Bobby Moynihan",2017,2021,66,3,Disney XD,"Animation ,Action ,Adventure ,Comedy ,Family ,Fantasy ,Mystery ,Sci-Fi","The comedy-adventure series chronicles the high-flying adventures of trillionaire Scrooge McDuck, his grandnephews - Huey, Dewey, and Louie - and temperamental nephew Donald Duck, Launchpad McQuack, Mrs. Beakley, and her granddaughter Webby."
3843168,Z Nation,44.0,"Action, Comedy, Drama            ",6.7,32743,"    Three years after the zombie virus has gutted the United States of America a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood.","Russell Hodgkinson, Nat Zang, Keith Allan, Kellita Smith",2014,2018,68,5,Syfy,"Action ,Comedy ,Drama ,Horror ,Romance ,Sci-Fi","Three years after the zombie virus has gutted the country, a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood."
2402207,The Last Ship,60.0,"Action, Drama, Sci-Fi            ",7.5,54315,    The crew of a naval destroyer is forced to confront the reality of a new existence when a pandemic kills off most of the earth's population.,"Eric Dane, Adam Baldwin, Charles Parnell, Travis Van Winkle",2014,2018,56,5,TNT,"Action ,Drama ,Sci-Fi ,Thriller ,War","Naval Destroyer Nathan James is sent on what they're told is a research mission in the Arctic. Accompanying them is scientist, Rachel Scott. After a few months in the Arctic while Scott is on the ice doing research, some men attack them. They get back to the ship and the Commander, Tom Chandler asks the doctor what's going on. She says that a deadly disease broke out a few months ago. At first, they thought it was contained but they had no cure. They felt that the cure was in the Arctic which why she's here. But she has since received word that it has now spread to most of the globe. Chandler tries to call the President but learns the President and Vice President are dead and the US government might not have long to survive. The current President tells him that the Nathan James was not in the hot zone so he and his crew are OK. But now it's up to them to safeguard Scott because she holds the key to the planet's survival. But there are those who want the cure too and they will do ..."
6487482,Insatiable,45.0,"Comedy, Drama, Thriller            ",6.5,22445,"    A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world.","Dallas Roberts, Debby Ryan, Christopher Gorham, Kimmy Shields",2018,2019,22,2,Netflix,"Comedy ,Drama ,Thriller","A disgraced, dissatisfied civil lawyer-turned-beauty pageant coach takes on a vengeful, bullied teenager as his client and has no idea what he's about to unleash upon the world."
